Site ID,Name,Datetime,Data Type,Parameter ID,Parameter,Qualifier,Value,Unit of Measurement,Quality,Resolution,Comment
119337,119337,2014/11/05 10:08:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,1.270,mg/L,43,Raw Data,
119347,119347,2008/07/09 02:38:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.061,mg/L,43,Raw Data,
119347,119347,2008/07/09 14:38:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.061,mg/L,43,Raw Data,
119347,119347,2009/05/06 14:50:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.120,mg/L,43,Raw Data,
119347,119347,2009/05/06 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
119377,119377,1996/09/05 01:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,4.500,mg/L,43,Raw Data,
119377,119377,2009/04/25 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,5.010,mg/L,43,Raw Data,
119377,119377,2009/04/29 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.030,mg/L,43,Raw Data,
120248,120248,2009/05/07 13:33:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
120248,120248,2014/03/20 11:45:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
126975,126975,2015/10/08 09:34:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,1.720,mg/L,43,Raw Data,
126975,126975,2018/11/28 08:29:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,1.900,mg/L,43,Raw Data,SRW Spring Sampling Program
126975,126975,2019/10/11 10:31:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,1.800,mg/L,43,Raw Data,SRW Spring Sampling Program
137200,137200,2008/04/16 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.500,mg/L,43,Raw Data,
137200,137200,2009/05/13 10:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
137200,137200,2009/05/13 12:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
138653,138653,2008/07/01 09:20:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
138653,138653,2014/03/12 10:41:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
138655,138655,2009/04/28 13:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
138655,138655,2009/04/28 16:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
138655,138655,2014/11/06 13:18:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.030,mg/L,43,Raw Data,
138656,138656,2009/04/28 13:38:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
138656,138656,2009/04/28 14:30:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
138658,138658,2009/09/09 11:13:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.320,mg/L,43,Raw Data,
138658,138658,2014/11/05 11:47:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.090,mg/L,43,Raw Data,
140280,140280,2008/04/03 15:50:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.500,mg/L,43,Raw Data,
140280,140280,2009/08/30 16:55:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
140936,140936,2009/05/13 14:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
140936,140936,2009/05/14 10:10:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141231,141231,2008/06/24 15:29:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
141231,141231,2009/04/28 14:35:00,Quality,2331.00,Nitrogen as Nitrate (NO2),,0.010,mg/L,43,Raw Data,
141231,141231,2009/04/28 15:00:00,Quality,2331.00,Nitrogen as Nitrate (NO2),<,0.010,mg/L,43,Raw Data,
